sample_id	genotype_id	phenotype	file_name	md5	URL
NA06994_RPB2	NA06994	RPB2	E-MTAB-3657.IP_06994_RPB2_merge_sorted.bam	5c36ac7deb561a8d898c80b9fb700584	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_06994_RPB2_merge_sorted.bam
NA07037_H3K27ac	NA07037	H3K27ac	E-MTAB-3657.IP_07037_H3K27ac_merge_sorted.bam	50743707b6257f96f8ac05c414e13aab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07037_H3K27ac_merge_sorted.bam
NA07037_H3K4me1	NA07037	H3K4me1	E-MTAB-3657.IP_07037_H3K4me1_merge_sorted.bam	1786f36df9cc78011e47623236aca74f	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07037_H3K4me1_merge_sorted.bam
NA07037_H3K4me3	NA07037	H3K4me3	E-MTAB-3657.IP_07037_H3K4me3_120521_6_sorted.bam	1caa34048a1f0e0ee6de130aaade9b81	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07037_H3K4me3_120521_6_sorted.bam
NA07037_PU1	NA07037	PU1	E-MTAB-3657.IP_07037_PU1_120521_7_sorted.bam	99640bd59c133b61945cedda04cbd3a2	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07037_PU1_120521_7_sorted.bam
NA07037_RPB2	NA07037	RPB2	E-MTAB-3657.IP_07037_RPB2_merge_sorted.bam	905c739e27416712490f0618536aee6e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07037_RPB2_merge_sorted.bam
NA07048_H3K27ac	NA07048	H3K27ac	E-MTAB-3657.IP_07048_H3K27ac_merge_sorted.bam	45d1a6c30de0d4cb76d5660e6085c846	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07048_H3K27ac_merge_sorted.bam
NA07048_H3K4me1	NA07048	H3K4me1	E-MTAB-3657.IP_07048_H3K4me1_merge_sorted.bam	e4f65e99ff40f82a1ef1e3fa1a87e9d7	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07048_H3K4me1_merge_sorted.bam
NA07048_H3K4me3	NA07048	H3K4me3	E-MTAB-3657.IP_07048_H3K4me3_merge_sorted.bam	7c0e3c8bd564f21ecaef60ee7c0a34d3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07048_H3K4me3_merge_sorted.bam
NA07048_PU1	NA07048	PU1	E-MTAB-3657.IP_07048_PU1_120521_8_sorted.bam	75030237a3b6e890ebdef7d25b0a06cf	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07048_PU1_120521_8_sorted.bam
NA07048_RPB2	NA07048	RPB2	E-MTAB-3657.IP_07048_RPB2_merge_sorted.bam	d0bf80be605578057e9810e6450a83b1	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07048_RPB2_merge_sorted.bam
NA07051_H3K27ac	NA07051	H3K27ac	E-MTAB-3657.IP_07051_H3K27ac_120628_5_sorted.bam	d71ae97c3b111605b5e3b70a11228fce	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07051_H3K27ac_120628_5_sorted.bam
NA07051_H3K4me1	NA07051	H3K4me1	E-MTAB-3657.IP_07051_H3K4me1_merge_sorted.bam	c9348333f12edc838f16547a5e9f5299	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07051_H3K4me1_merge_sorted.bam
NA07051_H3K4me3	NA07051	H3K4me3	E-MTAB-3657.IP_07051_H3K4me3_120605_2_sorted.bam	386e9e977db1ff8f49f537ecfae3f202	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07051_H3K4me3_120605_2_sorted.bam
NA07051_PU1	NA07051	PU1	E-MTAB-3657.IP_07051_PU1_merge_sorted.bam	69a14e4b9fcce3ef6bba1b2fcc1bb006	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07051_PU1_merge_sorted.bam
NA07051_RPB2	NA07051	RPB2	E-MTAB-3657.IP_07051_RPB2_merge_sorted.bam	caa040cf60be91d342dc3e4159f2e5b4	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07051_RPB2_merge_sorted.bam
NA07056_H3K27ac	NA07056	H3K27ac	E-MTAB-3657.IP_07056_H3K27ac_merge_sorted.bam	ec28ecab141e6b4e57773465211a5c30	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07056_H3K27ac_merge_sorted.bam
NA07056_H3K4me1	NA07056	H3K4me1	E-MTAB-3657.IP_07056_H3K4me1_merge_sorted.bam	7ab5552b2c391a17a41a5c64b2bb1edf	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07056_H3K4me1_merge_sorted.bam
NA07056_H3K4me3	NA07056	H3K4me3	E-MTAB-3657.IP_07056_H3K4me3_120521_6_sorted.bam	0f2f5b2d5a964181812f0475e9b0d218	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07056_H3K4me3_120521_6_sorted.bam
NA07056_PU1	NA07056	PU1	E-MTAB-3657.IP_07056_PU1_120605_4_sorted.bam	8022e57eb080226681025d261188a09a	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07056_PU1_120605_4_sorted.bam
NA07056_RPB2	NA07056	RPB2	E-MTAB-3657.IP_07056_RPB2_merge_sorted.bam	ed28b7c53881b4c0d43caeaf2083127c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07056_RPB2_merge_sorted.bam
NA07346_H3K27ac	NA07346	H3K27ac	E-MTAB-3657.IP_07346_H3K27ac_120628_6_sorted.bam	d6bc3998819771b86c871668796d63ef	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07346_H3K27ac_120628_6_sorted.bam
NA07346_H3K4me1	NA07346	H3K4me1	E-MTAB-3657.IP_07346_H3K4me1_merge_sorted.bam	505050bf2f3bf2d3fc854a991cc1d157	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07346_H3K4me1_merge_sorted.bam
NA07346_H3K4me3	NA07346	H3K4me3	E-MTAB-3657.IP_07346_H3K4me3_120605_4_sorted.bam	5cf1db39ffa737d37f34a8963d8fd356	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07346_H3K4me3_120605_4_sorted.bam
NA07346_PU1	NA07346	PU1	E-MTAB-3657.IP_07346_PU1_120605_6_sorted.bam	84230330bdce2f83fd9fee6330789e20	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07346_PU1_120605_6_sorted.bam
NA07346_RPB2	NA07346	RPB2	E-MTAB-3657.IP_07346_RPB2_merge_sorted.bam	01900cced5c21ff00dd13f52d51eacce	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07346_RPB2_merge_sorted.bam
NA07357_H3K27ac	NA07357	H3K27ac	E-MTAB-3657.IP_07357_H3K27ac_120628_6_sorted.bam	e6bb6dfe3be98072a32614633ce205c2	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_H3K27ac_120628_6_sorted.bam
NA07357_H3K4me1	NA07357	H3K4me1	E-MTAB-3657.IP_07357_H3K4me1_merge_sorted.bam	93e7d9c6c88bbc7cc62166bde258d88f	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_H3K4me1_merge_sorted.bam
NA07357_H3K4me3	NA07357	H3K4me3	E-MTAB-3657.IP_07357_H3K4me3_120605_5_sorted.bam	991f941d476b86797204f9a1398f2ce0	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_H3K4me3_120605_5_sorted.bam
NA07357_PU1	NA07357	PU1	E-MTAB-3657.IP_07357_PU1_120612_1_sorted.bam	11096e4cea5e648479d2b6b0b7e7ad14	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_PU1_120612_1_sorted.bam
NA07357_RPB2	NA07357	RPB2	E-MTAB-3657.IP_07357_RPB2_merge_sorted.bam	3437a97091eec09587b30d458f70ff5a	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_07357_RPB2_merge_sorted.bam
NA10847_H3K27ac	NA10847	H3K27ac	E-MTAB-3657.IP_10847_H3K27ac_120628_7_sorted.bam	c0d691b2c27d939109d1dd206e65235d	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K27ac_120628_7_sorted.bam
NA10847_H3K4me1	NA10847	H3K4me1	E-MTAB-3657.IP_10847_H3K4me1_merge_sorted.bam	6a5206c53225e864eb1d30b20b87a4a0	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K4me1_merge_sorted.bam
NA10847_H3K4me3	NA10847	H3K4me3	E-MTAB-3657.IP_10847_H3K4me3_merge_sorted.bam	be1dd77f59c57d61d4757b47b8b9ea60	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_H3K4me3_merge_sorted.bam
NA10847_PU1	NA10847	PU1	E-MTAB-3657.IP_10847_PU1_120612_7_sorted.bam	ac0da328cf0d810b1b4c5fb28d7d471e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_PU1_120612_7_sorted.bam
NA10847_RPB2	NA10847	RPB2	E-MTAB-3657.IP_10847_RPB2_merge_sorted.bam	2438bca5e5730b363d0094d6af77f9aa	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10847_RPB2_merge_sorted.bam
NA10851_H3K27ac	NA10851	H3K27ac	E-MTAB-3657.IP_10851_H3K27ac_120628_7_sorted.bam	30f7fa43b637d2df251940355d8b1e9b	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K27ac_120628_7_sorted.bam
NA10851_H3K4me1	NA10851	H3K4me1	E-MTAB-3657.IP_10851_H3K4me1_merge_sorted.bam	7129bd9d2f1dbba2bb1ab018fb24aa93	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K4me1_merge_sorted.bam
NA10851_H3K4me3	NA10851	H3K4me3	E-MTAB-3657.IP_10851_H3K4me3_120521_1_sorted.bam	9823cea265de7736614f711e10deefcc	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_H3K4me3_120521_1_sorted.bam
NA10851_PU1	NA10851	PU1	E-MTAB-3657.IP_10851_PU1_120605_3_sorted.bam	0ec6e57fc906547cf96f902deaeabf96	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_PU1_120605_3_sorted.bam
NA10851_RPB2	NA10851	RPB2	E-MTAB-3657.IP_10851_RPB2_merge_sorted.bam	42da71f20f00b0805b1093fbf497c440	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_10851_RPB2_merge_sorted.bam
NA11829_H3K27ac	NA11829	H3K27ac	E-MTAB-3657.IP_11829_H3K27ac_120628_7_sorted.bam	b2e68071285d3b9130b5483c85d7a74a	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K27ac_120628_7_sorted.bam
NA11829_H3K4me1	NA11829	H3K4me1	E-MTAB-3657.IP_11829_H3K4me1_merge_sorted.bam	ea756d268c432a3f822da4ebfbcd226c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K4me1_merge_sorted.bam
NA11829_H3K4me3	NA11829	H3K4me3	E-MTAB-3657.IP_11829_H3K4me3_120521_1_sorted.bam	e1d3a5ded4a690cfec65f3d8a1cdfc0e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_H3K4me3_120521_1_sorted.bam
NA11829_PU1	NA11829	PU1	E-MTAB-3657.IP_11829_PU1_120521_1_sorted.bam	ad8d752a7accba981fcbda535c21e253	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_PU1_120521_1_sorted.bam
NA11829_RPB2	NA11829	RPB2	E-MTAB-3657.IP_11829_RPB2_merge_sorted.bam	727c10f1850bd787de2d4e6650122b38	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11829_RPB2_merge_sorted.bam
NA11830_H3K27ac	NA11830	H3K27ac	E-MTAB-3657.IP_11830_H3K27ac_120815_7_sorted.bam	c5d4e20edf7443bae471c22d9824e4a3	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K27ac_120815_7_sorted.bam
NA11830_H3K4me1	NA11830	H3K4me1	E-MTAB-3657.IP_11830_H3K4me1_merge_sorted.bam	2b96598467f3f9319e5dfd213eefecf4	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K4me1_merge_sorted.bam
NA11830_H3K4me3	NA11830	H3K4me3	E-MTAB-3657.IP_11830_H3K4me3_120521_3_sorted.bam	4d9dac46639895b311ac3ae7023484d6	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_H3K4me3_120521_3_sorted.bam
NA11830_PU1	NA11830	PU1	E-MTAB-3657.IP_11830_PU1_merge_sorted.bam	6fb75a394a9e29595c39417de0923399	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_PU1_merge_sorted.bam
NA11830_RPB2	NA11830	RPB2	E-MTAB-3657.IP_11830_RPB2_120726_1_sorted.bam	1396e79ad7822f18ce45b981fda8dc28	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11830_RPB2_120726_1_sorted.bam
NA11831_H3K27ac	NA11831	H3K27ac	E-MTAB-3657.IP_11831_H3K27ac_120628_8_sorted.bam	69f16774e651946bb26e86dfad6b8c1e	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K27ac_120628_8_sorted.bam
NA11831_H3K4me1	NA11831	H3K4me1	E-MTAB-3657.IP_11831_H3K4me1_merge_sorted.bam	b0d53dcc95e4237128ac34ad08b6dcb9	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K4me1_merge_sorted.bam
NA11831_H3K4me3	NA11831	H3K4me3	E-MTAB-3657.IP_11831_H3K4me3_120521_4_sorted.bam	d58454fd02720eefba2c016bcd7d047c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_H3K4me3_120521_4_sorted.bam
NA11831_PU1	NA11831	PU1	E-MTAB-3657.IP_11831_PU1_merge_sorted.bam	1699305325c995e9d0108ff0666fe515	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_PU1_merge_sorted.bam
NA11831_RPB2	NA11831	RPB2	E-MTAB-3657.IP_11831_RPB2_merge_sorted.bam	ca8838068c0140bd2fae752f39ba1904	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11831_RPB2_merge_sorted.bam
NA11832_H3K27ac	NA11832	H3K27ac	E-MTAB-3657.IP_11832_H3K27ac_120628_8_sorted.bam	e68312383038c0a47a84f494e08543a5	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K27ac_120628_8_sorted.bam
NA11832_H3K4me1	NA11832	H3K4me1	E-MTAB-3657.IP_11832_H3K4me1_merge_sorted.bam	6acdb2e1b0425a5632c442f617af95f5	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K4me1_merge_sorted.bam
NA11832_H3K4me3	NA11832	H3K4me3	E-MTAB-3657.IP_11832_H3K4me3_120605_5_sorted.bam	eda4565cf652ee4270f8ae7639b42577	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_H3K4me3_120605_5_sorted.bam
NA11832_PU1	NA11832	PU1	E-MTAB-3657.IP_11832_PU1_120612_2_sorted.bam	144d79d7974a679505d0401fff67142d	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_PU1_120612_2_sorted.bam
NA11832_RPB2	NA11832	RPB2	E-MTAB-3657.IP_11832_RPB2_merge_sorted.bam	ccb88f716c83c605a4c06e1ae31e59da	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11832_RPB2_merge_sorted.bam
NA11840_H3K27ac	NA11840	H3K27ac	E-MTAB-3657.IP_11840_H3K27ac_120628_8_sorted.bam	596ef94a02b16c5acb2f1cc790c347f6	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K27ac_120628_8_sorted.bam
NA11840_H3K4me1	NA11840	H3K4me1	E-MTAB-3657.IP_11840_H3K4me1_merge_sorted.bam	45c4d2d2e507af8c001c9ceabda66863	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K4me1_merge_sorted.bam
NA11840_H3K4me3	NA11840	H3K4me3	E-MTAB-3657.IP_11840_H3K4me3_120605_8_sorted.bam	667692b0e71de7de4a4a93ab2896fd6c	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_H3K4me3_120605_8_sorted.bam
NA11840_PU1	NA11840	PU1	E-MTAB-3657.IP_11840_PU1_merge_sorted.bam	7973f422bcb74a2e5849905ef9142b62	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_PU1_merge_sorted.bam
NA11840_RPB2	NA11840	RPB2	E-MTAB-3657.IP_11840_RPB2_merge_sorted.bam	738f50362935dd919c6a714bd3544c5b	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11840_RPB2_merge_sorted.bam
NA11881_H3K27ac	NA11881	H3K27ac	E-MTAB-3657.IP_11881_H3K27ac_120628_1_sorted.bam	97bc72f0d0754c75b79223be39a98440	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K27ac_120628_1_sorted.bam
NA11881_H3K4me1	NA11881	H3K4me1	E-MTAB-3657.IP_11881_H3K4me1_merge_sorted.bam	9c6b5d91b43a9bb9620055587256b728	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K4me1_merge_sorted.bam
NA11881_H3K4me3	NA11881	H3K4me3	E-MTAB-3657.IP_11881_H3K4me3_120521_5_sorted.bam	0ae0a06bed4a8839b8a93832e7867efa	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_H3K4me3_120521_5_sorted.bam
NA11881_PU1	NA11881	PU1	E-MTAB-3657.IP_11881_PU1_120612_1_sorted.bam	564186f147ac0f317fd60a162cd244bd	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_PU1_120612_1_sorted.bam
NA11881_RPB2	NA11881	RPB2	E-MTAB-3657.IP_11881_RPB2_merge_sorted.bam	e607e829ea67596a568632ba79db2211	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11881_RPB2_merge_sorted.bam
NA11894_H3K27ac	NA11894	H3K27ac	E-MTAB-3657.IP_11894_H3K27ac_120628_1_sorted.bam	9365bb5c8799d7954c987f1c9630c161	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K27ac_120628_1_sorted.bam
NA11894_H3K4me1	NA11894	H3K4me1	E-MTAB-3657.IP_11894_H3K4me1_merge_sorted.bam	0cfbee60f64113a63bae90809f7e12a6	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K4me1_merge_sorted.bam
NA11894_H3K4me3	NA11894	H3K4me3	E-MTAB-3657.IP_11894_H3K4me3_120521_2_sorted.bam	4c759cc1e3dfeb103e7d2ae537236213	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3657/E-MTAB-3657.IP_11894_H3K4me3_120521_2_sorted.bam
